annotation_row_id,query_id,query_text,doc_id,headline,snippet,shuffle_position
R093_58726,R093,UK visit visa processing time from Pakistan,58726,پاکستان رمی نے پاکستان الیون کو6وکٹوں سے شکست دے دی,ئی ڈی پیز کی مدد کےلئے یوم زادی پر پاکستان رمی اور پاکستان الیون کے درمیان دوستانہ میچ کھیلا گیا پاکستان ارمی نے پاکستان الیون کو چھ وکٹوں سے شکست دیکرمیچ جیت لیا راولپنڈی کے گراند میں کھیلے جانے والے نمائشی میچ میں پاکستان رمی نے پاکستان الیون کو چھ وکٹوں سے شکست دیکر میچ جیت لیا میچ کا افتتاح چیف اف ارمی اسٹاف جنرل ر,7
R093_32405,R093,UK visit visa processing time from Pakistan,32405,فریدی کو بڑی ٹیموں کیخلاف مشکل ہو سکتی ہے چیپل,پاکستان میں شدید تنقید کا نشانہ بننے کے بعد پاکستان کے کپتان شاہد فریدی نے معاملات اپنے ہاتھ میں لے کر انہیں سدھارنے کا بیڑا اٹھایاایک عرصے سے فارم سے محروم شاہد فریدی نے ورلڈ ٹی ٹوئنٹی میں پاکستان کے افتتاحی میچ میں بنگلہ دیش کے خلاف 19 گیندوں پر 49 رنز کی جارحانہ اننگ کھیل اپنی ٹیم کو فتح سے ہمکنار کرا کر ناصرف ئندہ ,8
R093_51746,R093,UK visit visa processing time from Pakistan,51746,فار فروم دی میڈنگ کراڈ کی سوشل میڈیا پر دھوم,اس اینجلسویب ڈیسکہالی ووڈ ڈرامہ فلم فارفروم دی میڈنگ کراوڈ کے ٹریلر نے سوشل میڈیا پر دھوم مچادی ہے دلچسپ ڈرامہ فلم یکم مئی کو سینماگھروں کی زینت بنے گی فلم کی کہانی وکٹوریہ دور میں فارم کی مالکن باتھ شیبا ایورڈین کے گرد گھوم رہی ہے جس سے تین افراد شادی کے خواہشمند ہیں ہدایتکار تھامس ونٹر برگ کی فلم میں کیری ملیگن کے مد,9
R093_4251,R093,UK visit visa processing time from Pakistan,4251,یوم دفاع پر ائی ایس پی ار کا گانا جاری,پاک فوج کے شعبہ تعلقات عامہ ائی ایس پی ار نے یوم دفاع اور شہدا کی مناسبت سے نغمہ جاری کردیا جس میں پاکستان کے شہدا کو خراج عقیدت پیش کیا گیا ہے سماجی رابطے کی ویب سائٹ ٹوئٹر پر جاری پیغام میں ئی ایس پی کے ڈائریکٹر جنرل ڈی جی میجر جنرل بابر افتخار یہ نغمہ جاری کیا گیائی ایس پی کا نغمہ ہر گھڑی تیار کامران دراصل 80 کی دہا,10
R093_17631,R093,UK visit visa processing time from Pakistan,17631,کراچی بدامنی ملکی برامدات میں سولہ فیصد کمی,کراچی میں بد امنی سے بارہ کے قریب صنعتیں بنگلہ دیش منتقل ہوچکی ہیں اے ایف پی فوٹواسلام اباد قومی اسمبلی کی قائمہ کمیٹی برائے صنعت کو بتایا گیا ہے کہ کراچی میں امن امان کی بری صورتحال اور لوڈشیڈنگ کی وجہ سے ایکسپورٹ پروسسینگ زون سے ملکی برمدات میں سولہ فیصد کمی ہوئی ہےعبدالوحید سومرو کی زیر صدارت قومی اسمبلی کی قائمہ کم,11
R093_88217,R093,UK visit visa processing time from Pakistan,88217,ٹور ڈی فرانس کا چودہواں مرحلہ مارک کیونڈش نے جیت لیا,ٹور ڈی فرانس کا چودہواں مرحلہ مارک کیونڈش نے جیت لیاکرس فروم کو مجموعی برتری اب بھی حاصل ہے ٹورڈی فرانس کے چوتھے مرحلے میںرائیڈرز کو مونٹلیمار سے ویا لی ڈمبے تک 208 کلومیٹرز تک کا فاصلہ طےکرنا تھاخوبصورت نظاروں سے بھر ان راستوں پر سب ہی رائیڈرز بازی لے جانے کے موڈ میں نظر ائےبرطانیہ کے مارک کیونڈش کسی کو بھی موقع دینے ,12
R094_81435,R094,atif aslam concert Pakistan,81435,اسلام اباد یونائیٹڈ سے وابستہ جنوبی افریقا کے پیسر ڈیل اسٹین پاکستان پہنچ گئے,اسلام اباد یونائیٹڈ سے وابستہ اور جنوبی افریقا کے پیسر ڈیل اسٹینپاکستان سپر لیگ پی ایس ایل کھیلنے کے لیے اسلام باد پہنچ گئےفاسٹ بولر ڈیل اسٹین پہلی مرتبہ پاکستان سپر لیگ میں شامل ہوئے ہیں اور وہ پی ایس ایل کے پانچویں ایڈیشن میں فرنچائز اسلام باد یونائیٹڈ کا حصہ ہیں جب کہ وہ پلاٹینم کیٹیگری میں شامل ہیںپہلی مرتبہ پاکستا,1
R094_71414,R094,atif aslam concert Pakistan,71414,ئی ایم ایف نے بجلی اور گیس کی قیمتوں میں اضافہ درست قرار دے دیا,واشنگٹن بین الاقوامی مالیاتی فنڈ ائی ایم ایف نے نئی حکومت کے بجلی اور گیس کی قیمتوں میں اضافے کے اقدام کو درست قرار دے دیا ہےپاکستان کے معاشی جائزے کے بعد ئی ایم ایف نے رپورٹ جاری کرتے ہوئے بتایا کہ پاکستان کو مالیاتی پالیسی مزید سخت اور شرح منافع بڑھانے کی ضرورت ہےئی ایم ایف کی رپورٹ کے مطابقپاکستانی روپے کی قدر میں م,2
R094_84577,R094,atif aslam concert Pakistan,84577,ایک کھلاڑی کے سوا اسلام اباد کے تمام کرکٹرز پاکستان انے کیلئے امادہ,پاکستان سپر لیگ کی فرنچائز اسلام باد یونائیٹڈ کے مالک علی نقوی کہتے ہیں کہ انتہائی خوشی کی بات ہے کہ پی ایس ایل کے فائنل سمیت خری تین میچز پاکستان میں منعقد ہو رہے ہیںانہوں نے کہا کہ اہم بات یہ ہے کہ اسلام باد یونائیٹڈ خری چار ٹیموں میں سے ایک ہے اپنی ٹیم میں شامل غیر ملکی کھلاڑیوں کے پاکستان انے سے متعلق سوال پرعلی نق,3
R094_46490,R094,atif aslam concert Pakistan,46490,پاکستان سپرلیگ اسلام باد یونائیٹڈ نے لاہور قلندرز کو پہلے بیٹنگ کی دعوت دیدی,لاہور ویب ڈیسک پاکستان سپرلیگ کا ایک اہم میچ لاہور قلندرز اور اسلام باد یونائیٹڈ کے درمیان کھیلا جا رہا ہے اسلام باد یونائیٹڈ نے ٹاس جیت کر پہلے فیلڈنگ کا فیصلہ کیا اور لاہور قلندرز کو بیٹنگ کی دعوت دی پاکستان سپرلیگ کا نواں میچ ہے مصباح الحق انجری کی وجہ سے اسلام باد کی قیادت نہیں کر سکیں گے ان کی جگہ سٹریلوی رانڈر شی,4
R094_5467,R094,atif aslam concert Pakistan,5467,موٹر سائیکل پر پاکستان دیکھنے والی کینیڈین ولاگر نے اسلام قبول کرلیا,دو سال قبل موٹر سائیکل پر پاکستان میں داخل ہونے اور پاکستان کے دور دراز علاقوں کا اسی موٹر سائیکل پر سفر کرنے والی کینیڈین ولاگر روزی گیبریل نے اسلام قبول کرلیاروزی گیبریل دسمبر 2018 میں ائی تھیں تو وہ خوف زدہ تھیں کیوں کہ انہیں پاکستان کے حوالے سے بہت غلط باتیں بتائی گئی تھیںروزی گیبریل نے پاکستان میں داخل ہوتے ہی اپن,5
R094_109307,R094,atif aslam concert Pakistan,109307,ئی ایم ایف نے پاکستان کی معاشی کارکردگی پر رپورٹ جاری کردی,پاکستان کے اصلاحاتی پروگرا کے نتائج سامنے رہے ہیں وزارت خزانہ اسلام بادوزارت خزانہ کا کہنا ہے کہ ئی ایم ایف بورڈ نے پاکستان کی معاشی کارکردگی پر اسسمنٹ رپورٹ جا ری کر دی ترجمان وزات خزانہ کے مطابق بین الاقوامی مالیاتی فنڈ ئی ایم ایف نے پاکستان کی معاشی کارکردگی کا فرسٹ ریویو مکمل ہونے پر اسسمنٹ رپورٹ جا ری کی جس میں ئی,6
R094_110316,R094,atif aslam concert Pakistan,110316,حکومت یا معیشت ائی ایم ایف کا بیل اٹ پیکیج کس کیلیے,ضروری نہیں کہ بیل اٹ پیکیج کے تحت پرائیویٹ سیکٹر بھی وسعت اختیار کرے فوٹوفائل اسلام ابادرواں ماہ کے اغاز میں عالمی مالیاتی فنڈ ائی ایم ایف نے پاکستان کیلیے ارب ڈالر کے بیل اٹ پیکیج کا اعلان کردیا یہ رقم سال کے عرصے میں فراہم کی جائے گی ائی ایم ایف کے مشن چیف برائے پاکستان مشرق وسطی اور وسطی ایشیا ریمریز ریگو کے مطابق ا,7
R094_30420,R094,atif aslam concert Pakistan,30420,اسلام باد یونائیٹڈ کی سائیکل ریس,پاکستان سپر لیگ پی ایس ایل کی چمپیئن فرنچائز اسلام باد یونائیٹڈ نے اسلام باد سائیکلنگ ایسوسی ایشن کی مدد سے دارالحکومت میں سائیکل ریس منعقد کیاسلام باد یونائیٹڈ نے اسلام باد سائیکلنگ ایسوسی ایشن کے ساتھ مل کر ماحول دوست ٹرانسپورٹ کے فروغ اور ملک میں سائیکلنگ کے کلچر کو عام کرنے کے لیے سائیکل ریس کا اہتمام کیاسائیکل ریس,8
R094_22850,R094,atif aslam concert Pakistan,22850,کمپیوٹر کی تربیت کیلئے مائیکروسافٹ سے معاہدہ,اسلام باد وفاقی دارالحکومت اسلام باد کے دیہی علاقوں کے گرلز اسکولوں میں کمپیوٹر کی تربیت فراہم کرنے کیلئے وفاقی حکومت کا مائیکرو سافٹ سے معاہدہ طے پاگیاڈان نیوز کی رپورٹ کے مطابق وفاقی وزیر خزانہ اسحق ڈار نے اس سلسلے میں منعقدہ تقریب سے خطاب کرتے ہوئے کہا کہ ہمیں دنیا کی رفتار سے چلنا ہوگا مستند اداروں نے پاکستان کے جی,9
R094_41304,R094,atif aslam concert Pakistan,41304,جنوبی افریقہ کی سکیورٹی ٹیم کا چار رکنی وفد اسلام اباد پہنچ گیا,اسلام باد92 نیوز جنوبی افریقہ کی سکیورٹی ٹیم کا چار رکنی وفد اسلام باد پہنچ گیاکورونا ٹیسٹ کے نتائج منفی نے کے بعد وفد اسلام باد میں اپنی سرگرمیوں کا غاز کرے گا جنوبی افریقہ کی سکیورٹی ٹیم پاکستان میں حفاظتی انتظامات کا جائزہ لے گی وفد کل راولپنڈی میں پاکستان اور زمبابوے کے درمیان تیسرا ون ڈے میچ بھی دیکھے گا ئندہ سال ,10
R094_66317,R094,atif aslam concert Pakistan,66317,معروف شاعر امجد اسلام امجد نے ترکی کا اعلی ثقافتی ایوارڈ حاصل کر لیا,انقرہ 23 دسمبر 2019 پاکستان کے معروف شاعر امجد اسلام امجد نے ترکی کا اعلی ثقافتی ایوارڈ حاصل کر لیا ہے ترک صدر رجب اردوان سمیت دیگر اعلی حکام بھی تقریب میں شریک ہوئے امجد اسلام امجد کو نصیب فضیل انٹرنیشنل کلچرل ارٹ ایوارڈ سے نوازا گیا اس موقع پر تقریب سے خطاب کرتے ہوئے ترک صدر نے کہا کہ امجد اسلام امجد جدید اردو ادب کے,11
R094_1049,R094,atif aslam concert Pakistan,1049,امریکی کمپنیوں کو پاکستان میں سرمایہ کاری کے مواقع کا فائدہ اٹھانا چاہیے مشیر خزانہ,وزیراعظم عمران خان کے مشیر برائے خزانہ ڈاکٹر عبدالحفیظ شیخ کا کہنا ہے کہ امریکی کمپنیوں اور سرمایہ کاروں کو پاکستان میں موجود سرمایہ کاری کے بے شمار مواقع سے فائدہ اٹھانا چاہیے اس حوالے سے وزارت خزانہ سے جاری اعلامیے کے مطابق ڈاکٹر عبدالحفیظ شیخ کی سربراہی میں پاکستانی وفد نے واشنگٹن میں یو ایس پاکستان بزنس کونسل کی جا,12
R094_41810,R094,atif aslam concert Pakistan,41810,ڈیرن سیمی کی اسلام اباد میں لانگ ڈرائیو,اسلام اباد 92 نیوزپشاور زلمی کے کپتان ڈیرن سیمی کو پاکستان سے محبت ہو گئی ہمیشہ پاکستان انے پر انہوں نے شاندار تجربہ قرار دیا اور ائیرپورٹ سے لے کر شاپنگ مال تک ہر تصویر کو اپنے سوشل میڈیا پر شیئر کرتے رہے ڈیرن سیمی نے اسلام اباد میں جاوید افریدی کے ہمراہ لانگ ڈرائیو کی اس دوران وہ ملی نغمہ دل دل پاکستان جان جان پاکستا,13
R095_76782,R095,سیلاب ke baad kisanon ko fasal ke nuqsan ka muawza kyun late milta hai,76782,پنجاب میں سیلاب سے 2ارب روپے کی فصلوں کو نقصان پہنچا,لاہورصوبہ پنجاب میں حالیہ بارشوں اور سیلاب سے چاول کپاس اور سبزیوں کی فصلیں بری طرح متاثر ہوئی ہیں مجموعی نقصان کا اندازہ ارب روپے لگایا جا رہا ہے صدر پنجاب واٹر کونسل حامد ملہی کے مطابق حالیہ بارش اور سیلاب نے پنجاب میں زرعی شعبے کو بری طرح متاثر کیا ہے چاول کی 25 فی صد فصل جبکہ کپاس کی ایک لاکھ ایکڑ پر کھڑی فصل تباہ ,1
R095_103186,R095,سیلاب ke baad kisanon ko fasal ke nuqsan ka muawza kyun late milta hai,103186,چنئی اکشے کمارکا چنئی سیلاب زدگان کیلئے1کروڑ روپے کا عطیہ,چنئیحال ہی میں بھارت کے شہر چنئی میں سیلاب نے شہر بھر میں تباہی مچادی ہے اسی سلسلے میں گزشتہ روز بالی ووڈ کے ایکشن ہیرو اکشے کمار نے بھی ایک ٹرسٹ کو سیلاب سے متاثر لوگوں کی امداد کے لئے1کروڑ روپے عطیہ کر دئیے ہیںواضح رہے کہ کئی بالی ووڈ اسٹارز نے سیلاب زدگان کے لئے امدادی رقوم حکومت کی طرف سے قائم کئے گئے فنڈ میں جمع ک,2
R095_75478,R095,سیلاب ke baad kisanon ko fasal ke nuqsan ka muawza kyun late milta hai,75478,سیلابی صورتحال پی ٹی سی ایل سروسز بھی معطلی کا شکار,کراچیحالیہ سیلاب سے متاثرہ ملک کے شمالی اور وسطی علاقوں میں بڑے پیمانے پر پی ٹی سی ایل کے نیٹ ورک کوبھی نقصان پہنچا ہےسیلاب کے پانی سے نہ صرف کئی ایکسچینج بہہ گئیں بلکہ سیلابی ریلے سے کیبل سسٹم بھی تباہ ہوگیا جس کے نتیجے میں صارفین کو عارضی طور پر سروسز کی معطلی کا سامنا کرنا پڑاسروسز کی جلد از جلد بحالی کا عزم لے کر پ,3
R095_24353,R095,سیلاب ke baad kisanon ko fasal ke nuqsan ka muawza kyun late milta hai,24353,ہندوستان سیلاب سے متاثرہ علاقوں کیلئے گوگل ایپلیکیشن,اے ایف پی فائل فوٹولندن گوگل نے ہندوستان کی شمالی ریاست اتراکھنڈ میں سیلاب سے متاثرہ علاقوں میں لاپتہ افراد کے بارے میں معلومات فراہم کرنے کے لیے ایپلیکیشن جاری کردیمیڈیا رپورٹس کے مطابق پرسن فائنڈر یا افراد کی تلاش نامی ایپلیکیشن کی مدد سے جہاں لوگ اپنے دوستوں اور رشتہ داروں کی گمشدگی کی معلومات دے سکتے ہیں وہیں انھیں,4
R095_103884,R095,سیلاب ke baad kisanon ko fasal ke nuqsan ka muawza kyun late milta hai,103884,دریائے سندھ میں تونسہ کے مقام پر اونچے درجے کا سیلاب,لاہورپنجاب میں دریائے سندھ میں تونسہ کے مقام پر اونچے درجے جبکہ کالا باغ اور چشمہ کے مقامات پر درمیانے درجے کا سیلاب ہے دیگر دریا معمول کے مطابق بہہ رہے ہیںپی ڈی ایم اے پنجاب کے ترجمان کے مطابق دریائے سندھ میں تونسہ کے مقام پر بہاو لاکھ 73 ہزار 108 کیوسک اور اونچے درجے کا سیلاب ہے تربیلا پر بہاو لاکھ ہزار کالاباغ لاکھ ,5
R095_67358,R095,سیلاب ke baad kisanon ko fasal ke nuqsan ka muawza kyun late milta hai,67358,بالی ووڈ اسٹارز کا سیلاب متاثرین کیلئے اہم اقدام,ویب ڈیسک20 اگست 2018 بالی ووڈ اسٹارز بھی کیرالہ کے سیلاب متاثرین کی مدد کیلئے سامنے اگئے بھارتی ذرائع کے مطابق بالی ووڈ فلم انڈسٹری کے بہت سے اسٹارز ذاتی طور پر ایمرجنسی ہیلپ لائن نمرز کو متاثرین تک پہنچا نے کی کو شش کر رہے ہیںان میں لیجنڈ اداکار امیتابھ بچن نے پہل کر تے ہو ئے کیرالا سیلاب متاثرین کیلئےٹویٹر پرایمرجنسی,6
R095_62010,R095,سیلاب ke baad kisanon ko fasal ke nuqsan ka muawza kyun late milta hai,62010,سیلاب کے دوران پٹرول وڈیزل کی قلت کا خدشے اوگرا کی وارننگ,ملک بھر میں مون سون بارشوں کے بعد سیلاب کے دوران ملک میں پٹرول وڈیزل کی قلت کے خدشے کے پیش نظر اوگرا نے تمام ئل مارکیٹنگ کمپنیوں کو وارننگ جاری کردی ترجمان اوگرا کے مطابق ملک بھر میں مون سون بارشوں کے بعد سیلاب کے دوران ملک میں پیٹرولیم مصنوعات کی قلت کا امکان موجودہے جس کو مدنظر رکھتے ہوئے اوگرا نے تمام ئل مارکیٹنگ کم,7
R096_59336,R096,Eid ka chand kab nazar aayega Pakistan,59336,پاکستان سمیت دنیا کے کئی ممالک میں چاند گرہن کا نظارہ کیا جاسکے گا,کراچی05 جون 2020پاکستان سمیت دنیا کے کئی ممالک میں چاند گرہن ہوگااس سال چار بار چاند گرہن کا نظارہ کیا جاسکے گا محکمہ موسمیات کے مطابق چاند گرہن پاکستانی وقت کے مطابق رات 10بج کر46منٹ پر شروع ہوگا جبکہ رات 12بج کر 25منٹ پر چاند مکمل طور پر گرہن میں ہوگا اور اس کا اختتام رات 2بج کر 4منٹ پر ہوگا محکمہ موسمیات کے مطابق پا,1
R096_79518,R096,Eid ka chand kab nazar aayega Pakistan,79518,رواں سال کا تیسرا چاند گرہن اج,رواں سال یعنی 2020 کا تیسرا چاند گرہن ہو رہا ہے جو کہ نیوزی لینڈ امریکا افریقا کے جنوب اور مغربی حصوں سمیت یورپ کے بعض علاقوں میں دیکھا جاسکے گا یہ چاند گرہن پاکستان میں نظر نہیں ئے گا چاند گرہن کا اغاز پاکستانی وقت کے مطابق صبح بج کر منٹ پر ہوا جب کہ چاندکو مکمل گرہن بج کر 30 منٹ پر لگا اور یہ گرہن 10 بج کر 52 منٹ پر ,2
R096_66959,R096,Eid ka chand kab nazar aayega Pakistan,66959,سال 2018 پاکستان کی کامیاب فلمیں,انٹرٹینمنٹ ڈیسک31 دسمبر 2018 سال 2018 میں پاکستان میں ریلیز ہونے والی فلموں میں چار اینیمیٹڈ فلموں اللہ یار اینڈ دی لیجنڈاف مارخور دی ڈونکی کنگ اور تین بہادر سمیت پرچی پری ازاد کیک ٹیفا ان ٹربل لوڈ ویڈنگ وجود پرواز ہے جنون جوانی پھر نہیں انی ٹو جیک پوٹ اور دیگر فلمیں شامل ہیں جنہوں نے پاکستان فلم انڈسٹری کو مزید کامیاب,3
R096_20660,R096,Eid ka chand kab nazar aayega Pakistan,20660,چاند کی رویت کا تنازع حل کرنے کیلئے کمیٹی قائم,سائنس اینڈ ٹیکنالوجی کے وفاقی وزیر فواد چوہدری کا کہنا ہے کہ چاند کی رویت کا تنازع حل کرنے کے لیے کمیٹی قائم کردی گئیسماجی روابط کی ویب سائٹ ٹوئٹر پر اپنے پیغام میں فواد چوہدری کا کہنا تھا کہ کمیٹی کے قیام کا نوٹیفکیشن جاری کردیا گیا انہوں نے مذکورہ نوٹیفکیشن کا عکس اپنے ٹوئٹ میں بھی شیئر کیامزید پڑھیں چاند کی رویت ائن,4
R096_59559,R096,Eid ka chand kab nazar aayega Pakistan,59559,پاکستان سمیت دنیا بھر میں رواں سال کا دوسرا چاند گرہن شروع,کراچی پاکستان سمیت دنیا میں رواں سال کا دوسرا چاند گرہن شروع ہو گیا ہے رات 11 بج کر 44 منٹ پرغاز ہوا ایک بج کر منٹ پر چاند کو جزوی گرہن ہوگا تفصیلات کے مطابق محکمہ موسمیات کا کہنا ہے کہ چاند کو گرہن لگنے لگا ہے گیارہ بج کر چوالیس منٹ پر اغاز ہوا جب کہ ایک بج کر دو منٹ پر جزوی گرہن ہوگامحکمہ موسمیات کا یہ بھی کہنا ہے کہ,5
R096_37546,R096,Eid ka chand kab nazar aayega Pakistan,37546,انڈر 19 ورلڈ کپ پاکستان کو بنگلہ دیش کے ہاتھوں شکست,بنگلہ دیشی کھلاڑی کو اٹ کرنے کے پاکستانی کھلاڑی ایک دوسرے کو مبارکباد دے رہے ہیں فوٹو ائی سی سیٹانز ولی انڈر 19 ورلڈ کپ میں ساتویں اور اٹھویں پوزیشن کے میچ میں محمد نواز کی ال رانڈر کارکردگی کے باوجود بنگلہ دیش نے پاکستان کو پانچ وکٹوں سے شکست دے دیجمعہ کو کھیلے گئے میچ میں بنگلہ دیشی کپتان نے ٹاس جیت کر پہلے فیلڈنگ کا,6
R096_18668,R096,Eid ka chand kab nazar aayega Pakistan,18668,کعب اللہ کا غلاف,ہرسال کی طرح اس سال بھی کعب اللہ کا غلاف تبدیل کیا گیا نو ذوالحج کو بیت اللہ میں غلاف کعبہ تبدیل کیا جاتا ہے غلاف کعبہ کو عربی میں کسو الکعبہ کہا جاتا ہے جس کی تبدیلی کاعمل چھ گھنٹوں میں مکمل ہوا خانہ کعبہ کے غلاف کی تبدیلی نماز فجر کے بعد شروع ہوئی اور اس کی تیاری میں روایتی طور پر اس سال بھی 150 کلو گرام چاندی اور سو,7
R096_59558,R096,Eid ka chand kab nazar aayega Pakistan,59558,رواں سال دو دوسرا چاند گرہن ختم,کراچی17 جولائی 2019 رواں سال کا دوسرا پانچ گھنٹے طویل چاند گرہن ختم ہو گیا تفصیلات کے مطابق رات گیارہ بجکر چوالیس منٹ پر شروع ہونے والا چاند گرہن صبح پانچ بجکر اٹھارہ منٹ تک جاری رہا رواں سال کا دوسرا چاند گرہن پاکستان کے علاوہ یورپایشیا افریقااورجنوبی امریکا میں دیکھاگیا سے قبل رواں سال کا پہلا چاند گرہن 21 جنوری 2019,8
R096_59335,R096,Eid ka chand kab nazar aayega Pakistan,59335,پاکستان میں سال 2020 کے خری چاند گرہن کا نظارہ,کراچی06 جون 2020پاکستان سمیت دنیا کے کئی ممالک میں چاند گرہن کا نظارہ دیکھا گیااس سال مزید دو بار چاند گرہن کا نظارہ کیا جاسکے گا محکمہ موسمیات کے مطابق چاند گرہن پاکستانی وقت کے مطابق رات 10بج کر46منٹ پر شروع ہوارات 12بج کر 25منٹ پر چاند کو مکمل طور پر گرہن لگا جبکہ اس کا اختتام رات 2بج کر 4منٹ پر ہوا چاند گرہن کا نظا,9
R096_20605,R096,Eid ka chand kab nazar aayega Pakistan,20605,چاند کی رویت سے متعلق سرکاری ویب سائٹ لانچ,وفاقی وزیر برائے سائنس اینڈ ٹیکنالوجی فواد چوہدری کے مطابق چاند کی رویت اور اس حوالے سے دیگر تفصیلات کی معلومات کے لیے سرکاری ویب سائٹ لانچ کردی گئیسماجی روابط کی ویب سائٹ ٹوئٹر پر اپنے مختصر پیغام میں وفاقی وزیر نے کہا کہ چاند کی رویت کے لیے پاکستان کی ویب سائٹ لانچ کردی گئی چاند کی رویت کے حوالے سے بنائی گئی ویب سائٹ,10
R096_20665,R096,Eid ka chand kab nazar aayega Pakistan,20665,چاند کی رویت ائندہ 10 سال کا اسلامی کلینڈر بنانے کیلئے کمیٹی تشکیل,پاکستان کی تاریخ میں پہلی مرتبہ حکومت نے ائندہ 10 سال تک اسلامی کلینڈرز کے تعین اور چاند کی رویت کے معاملے میں اختلافات کو دور کرنے کے لیے ایک کمیٹی قائم کردی مذکورہ اعلان وفاقی وزیر برائے سائنس اینڈ ٹیکنالوجی فواد چوہدری کی جانب سے سماجی رابطے کی ویب سائٹ ٹوئٹر پر کیا گیا وفاقی وزیر کا کہنا تھا کہ پاکستان میں چاند کے ,11
R097_110007,R097,Karachi property tax online payment ka tareeqa,110007,سی ڈی ڈبلیو پی کراچی کیلیے 56 ارب کا یلو بی ار ٹی منصوبہ ایکنک کو ارسال,توانائی کے منصوبے پیش ہوئے ڈپٹی چیئرمین پلاننگ کمیشن جہانزیب خان کی زیر صدارت سینٹرل ڈیولپمنٹ ورکنگ پارٹی کا اجلاس فوٹو فائل اسلام باد سینٹرل ڈیولپمنٹ ورکنگ پارٹی نے کراچی کے شہریوں کو سفری سہولتیں دینے کے لیے 56 ارب روپے لاگت کا یلو بی ار ٹی منصوبہ حتمی منظوری کیلیے ایکنک کو بھجوا دیا ہے ڈپٹی چیئرمین پلاننگ کمیشن ڈاکٹ,1
R097_65584,R097,Karachi property tax online payment ka tareeqa,65584,میئر کراچی کی ورلڈ بینک کے وفد سے ملاقات,کراچی03 اکتوبر2018میئر کراچی وسیم اختر سے ورلڈ بینک کے وفد سے ملاقات کی ہے جس کی صدارت عالمی بینک ڈائریکٹر ورلڈ بینک ایلنگون نے کی ورلڈ بینک کے وفد سے ملاقات میں میئر کراچی وسیم اختر نے ورلڈ بینک کے ساتھ بہتر تعاون اور کراچی کی ترقی کی امید کا اظہار کیا اس موقع پر میئر کراچی وسیم اختر نے بتایا گذشتہ دو سالوں میں کراچی ,2
R097_429,R097,Karachi property tax online payment ka tareeqa,429,سینٹرل ڈیولپمنٹ ورکنگ پارٹی نے ایم ایل ون منصوبہ حتمی منظوری کیلئے ایکنک کو بھجوادیا,ڈپٹی چیئرمین پلاننگ کمیشن محمد جہانزیب خان نے 72 ارب ڈالر لاگت کے مین ریلوے لائن ایم ایل ون منصوبے کو حتمی منظوری کے لیے قومی اقتصادی کونسل کی ایگزیکٹو کمیٹی ایکنک کو بھجوا دیا ڈپٹی چیئرمین پلاننگ کمیشن ڈاکٹر محمد جہانزیب خان کی زیر صدارت ہفتہ کو سینٹرل ڈیولپمنٹ ورکنگ پارٹی سی ڈی ڈبلیو پی کے اجلاس میں 3618 ارب روپے لاگ,3
R097_62963,R097,Karachi property tax online payment ka tareeqa,62963,بارہویں مائی کراچی نمائش کا اغاز,بین الاقوامی سطح پر کراچی کے مثبت تاثر کو اجاگر کرنے کی غرض سے بارہویں مائی کراچی نمائش کا کراچی ایکسپو سینٹر میں اغاز ہوگیا نمائش دس تا بارہ اپریل جاری رہے گی کراچی ایکسپو سینٹر میں بارہویں بین الاقوامی مائی کراچی نمائش جاری ہے نمائش کی افتتاحی تقریب میں مہمان خصوصی وزیر اعلی سندھ کمشنر کراچی اور صنعت تجارت سے تعلق رک,4
R097_110557,R097,Karachi property tax online payment ka tareeqa,110557,بجٹ عوام دشمن باورچی خانہ چلانا مشکل ہوگیا اپوزیشن نے مسترد کر دیا,سب سے زیادہ خسارے والا بجٹ ہے سراج الحق تنخواہوں پنشن میں اضافہ ناکافی عالیہ کامران فراڈ حکومت فراڈ کر رہی ہے کرمانی فوٹو فائل اسلام باد پشاور اپوزیشن جماعتوں نے وفاقی بجٹ کوائی ایم ایف کا تیارکردہ اورعوام دشمن قراردے کر مسترد کر دیا ہے مسلم لیگ کی ترجمان مریم اورنگزیب نے کہا کہ نالائق اور جھوٹی حکومت کا بجٹ عوام کی مز,5
R097_110005,R097,Karachi property tax online payment ka tareeqa,110005,1425ارب روپے مالیت کے مزید 13 منصوبے میں شامل,ورکنگ پارٹی کی ایکنک سے1325 ارب لاگت کی اسکیموں پر غور کی سفارش فوٹو فائل اسلام باد حکومت نے پبلک سیکٹر ڈیولپمنٹ پروگرام پی ایس ڈی پی میں 1425 ارب روپے مالیت کے مزید 13 منصوبے شامل کردیے گزشتہ روز وزارت منصوبہ بندی کی جانب سے جاری کردہ بیان کے مطابق سینٹرل ڈیولپمنٹ ورکنگ پارٹی سی ڈی ڈبلیو پی نے منصوبوں کی منظوری دیدی ج,6
